size,rerun,setup,run
1740.908906207768,20,1085.521472870484,250.49329028359597
1740.908906207768,21,1147.968737981451,243.75657938609865
1740.908906207768,22,1106.7919712107234,227.89934532775018
1740.908906207768,23,1061.7741074267312,225.62122498161494
1740.908906207768,24,1258.9980970195695,269.78895812710977
1740.908906207768,25,1144.135682744497,244.0512530466048
1740.908906207768,26,1177.7210126784814,243.06556103602284
1740.908906207768,27,1064.1234549344704,226.49433212385537
1740.908906207768,28,1067.3344213325784,226.0623738534838
1740.908906207768,29,1177.691717636209,269.47705208879626
1740.908906207768,30,1158.1582429789532,244.46425570138828
1740.908906207768,31,987.4290342649575,210.49119726673777
1878.0242804831666,0,1036.3657276567599,229.55613752186747
1878.0242804831666,1,1053.7254606159165,213.5446299431349
1878.0242804831666,2,972.9512120737344,215.44875867946837
1878.0242804831666,3,963.9843418500611,213.49777218899695
1878.0242804831666,4,928.2387976110224,200.38931546890254
1878.0242804831666,5,900.7961279205429,200.90208839202592
1878.0242804831666,6,1126.7223869201548,245.93664991443646
1878.0242804831666,7,1034.4008968298385,228.05668938945274
1878.0242804831666,8,845.2175067681335,188.24304013207285
1878.0242804831666,9,1056.320741225785,228.40705759652977
1878.0242804831666,10,801.3410772372009,179.05146567832887
1878.0242804831666,11,1151.4707357477016,273.89901469626426
1878.0242804831666,12,961.1025899705766,212.50310986252296
1878.0242804831666,13,964.5998823476007,211.89395905872948
1878.0242804831666,14,1107.9925971269417,227.7191005698679
1878.0242804831666,15,1036.028138837175,228.2941730070156
1878.0242804831666,16,966.0098747675702,234.92880501336768
1878.0242804831666,17,1059.8159037048938,253.78159641119294
1878.0242804831666,18,1032.3008174852919,228.2813936195234
1878.0242804831666,19,1149.2412651047966,272.7978574740222
1878.0242804831666,20,1036.4903266848087,227.26969210972655
1878.0242804831666,21,1036.2624276078648,227.17597660145063
1878.0242804831666,22,1032.0324503479562,227.32506945552595
1878.0242804831666,23,1046.4997819380515,227.65946342823776
1878.0242804831666,24,954.2581630195614,211.86733533478744
1878.0242804831666,25,960.8384826290717,211.86094564104138
1878.0242804831666,26,985.2721390396238,198.38241915815286
1878.0242804831666,27,890.669528281955,195.61621424057668
1878.0242804831666,28,837.8230336804761,186.05669992195394
1878.0242804831666,29,839.081803348455,186.47841970919558
1878.0242804831666,30,854.3728729573163,218.60846223690766
1878.0242804831666,31,823.4834959653026,174.5504589086905
2025.9389710212618,0,768.2788189889976,175.4554333000535
2025.9389710212618,1,725.1906503676123,167.10671192101128
2025.9389710212618,2,1115.9817903400567,273.404583219396
2025.9389710212618,3,1141.833506877006,272.1271508598736
2025.9389710212618,4,1127.4959575157052,260.8548468434856
2025.9389710212618,5,995.8493463319762,227.40270392634895
2025.9389710212618,6,1164.6194844707582,274.4253444711318
2025.9389710212618,7,997.9807037231731,227.67418298266165
2025.9389710212618,8,1122.8408320973685,265.07215058373254
2025.9389710212618,9,996.1297101574046,229.04441181961454
2025.9389710212618,10,925.9114054429795,211.40024755242504
2025.9389710212618,11,941.330428644973,212.2561469772364
2025.9389710212618,12,928.1513544567014,212.2650317463521
2025.9389710212618,13,866.5374550325365,197.83912829217874
2025.9389710212618,14,869.9107057067931,197.9260015901988
2025.9389710212618,15,877.3363982943721,185.29235350597358
2025.9389710212618,16,815.2214966117392,186.97305566369138
2025.9389710212618,17,998.7911921058376,228.50244090355753
2025.9389710212618,18,1028.2244577929778,231.21920585982147
2025.9389710212618,19,998.5996759715661,229.79764280131127
2025.9389710212618,20,813.2342699195302,186.8151042127458
2025.9389710212618,21,786.2581364911622,197.62194504712858
2025.9389710212618,22,791.2059656920325,176.224953025129
2025.9389710212618,23,928.9272909594715,211.70331689892686
2025.9389710212618,24,867.294634800507,198.54398664202338
2025.9389710212618,25,870.7769706955727,217.97250870661372
2025.9389710212618,26,837.4590865117398,187.5160137763168
2025.9389710212618,27,816.5196600991982,186.57126666034856
2025.9389710212618,28,813.7362593745665,186.19366397293177
2025.9389710212618,29,765.1997528921272,177.19536725187587
2025.9389710212618,30,769.0483387140731,177.10108997959273
2025.9389710212618,31,746.5910975776013,200.96952861060643
2185.503540586135,0,971.514326364606,160.30356093865694
2185.503540586135,1,898.390674523191,154.0917201670062
2185.503540586135,2,896.587886320458,153.29556497087538
2185.503540586135,3,900.182481274943,152.8892512845741
2185.503540586135,4,853.8004928143735,146.08258191811296
2185.503540586135,5,853.451831745723,146.06244925798094
2185.503540586135,6,1439.8274546634077,268.696887968668
2185.503540586135,7,1400.5486347457893,233.58918918204324
2185.503540586135,8,1301.066755186953,217.71458666792637
2185.503540586135,9,1296.8571989775257,238.02203489475335
2185.503540586135,10,1295.0214664218493,218.07971991304845
2185.503540586135,11,1299.1578129580691,229.38878418176674
2185.503540586135,12,1206.2831064062038,203.37098144475993
2185.503540586135,13,1204.6258224289707,203.026895980685
2185.503540586135,14,1207.0362509193253,203.3371219709015
2185.503540586135,15,1127.8339083994058,191.36505259919838
2185.503540586135,16,1142.1880375130959,204.94224405597447
2185.503540586135,17,1063.105118272596,180.08893268342342
2185.503540586135,18,1061.5425493100747,180.36621432069657
2185.503540586135,19,1061.703610591131,179.8148539693531
2185.503540586135,20,1090.67313583977,170.40512315991015
2185.503540586135,21,999.5325834220058,170.58906246384382
2185.503540586135,22,947.2929059839265,162.8805414355586
2185.503540586135,23,948.1274962584912,162.19237050740873
2185.503540586135,24,937.2046130159422,159.2383601934888
2185.503540586135,25,945.7134072844761,153.6542923695918
2185.503540586135,26,916.0543384263145,152.98442385974377
2185.503540586135,27,1432.8148830910507,268.63694754872944
2185.503540586135,28,1419.7551925117596,235.5150611478563
2185.503540586135,29,1297.305608225921,218.0605023738315
2185.503540586135,30,1297.3486189089306,218.23803583135953
2185.503540586135,31,1293.0750042354466,232.17532736822469
2357.6355429437085,0,1180.2282198909134,204.35474068160647
2357.6355429437085,1,1264.6390613356937,219.23999302904187
2357.6355429437085,2,1252.943445326456,220.2401476148757
2357.6355429437085,3,1163.1195534896437,220.40387096946938
2357.6355429437085,4,1190.1517214558703,235.29760639227234
2357.6355429437085,5,1117.117956540276,221.70729549969303
2357.6355429437085,6,1149.1721051240906,220.95866409850697
2357.6355429437085,7,1043.2766028496915,207.60884839259765
2357.6355429437085,8,1047.3192124160962,208.59076436639126
2357.6355429437085,9,1003.1236622124793,198.95144582624715
2357.6355429437085,10,983.9756644928514,197.4210990299416
2357.6355429437085,11,1380.5441683900306,270.7594063512307
2357.6355429437085,12,941.6434217937164,187.50311146397357
2357.6355429437085,13,1348.959982181578,236.2485591409744
2357.6355429437085,14,886.0860645965749,179.612154757081
2357.6355429437085,15,822.4104042726907,149.16639726295338
2357.6355429437085,16,826.6621216469055,147.8727282694024
2357.6355429437085,17,1248.2930234099665,240.2593571747508
2357.6355429437085,18,1248.9326472926796,218.38405072445633
2357.6355429437085,19,1259.5585474980696,204.95449411009207
2357.6355429437085,20,1160.4507779790133,204.12569764668268
2357.6355429437085,21,1198.0660066200237,193.19907241951327
2357.6355429437085,22,1087.1828801832748,190.81872147137946
2357.6355429437085,23,1086.1750908296103,192.40887394902623
2357.6355429437085,24,1438.261740729518,272.03483673274144
2357.6355429437085,25,1445.7730798137127,236.94883701256543
2357.6355429437085,26,1368.9079339083657,238.4885151917753
2357.6355429437085,27,1368.5032912133336,236.8614613362797
2357.6355429437085,28,1294.4672509430638,252.80073579813288
2357.6355429437085,29,1310.2932763487602,252.12378638380258
2357.6355429437085,30,1191.3189926264447,235.61996325623915
2357.6355429437085,31,1222.6325687306726,235.39346514392562
2543.3247991264952,0,1160.8253892754817,237.57406061841652
2543.3247991264952,1,1178.805003997009,237.40577696068354
2543.3247991264952,2,1235.2563074440993,263.41032031382315
2543.3247991264952,3,1210.03263171773,220.20545712146185
2543.3247991264952,4,1215.939859927497,220.3792453848216
2543.3247991264952,5,1141.468836775027,205.55612880413634
2543.3247991264952,6,1135.0551848475964,205.33358546236795
2543.3247991264952,7,1124.3542315091368,206.12703504485663
2543.3247991264952,8,1147.758241889739,194.9959360952757
2543.3247991264952,9,1339.40973688063,275.3962058800197
2543.3247991264952,10,1333.9023789510368,275.11625736528634
2543.3247991264952,11,1243.775077837657,256.25983760463635
2543.3247991264952,12,1049.6213464032785,195.53066921330574
2543.3247991264952,13,990.0379223545506,183.92696055205417
2543.3247991264952,14,975.2918702526403,163.96175594372428
2543.3247991264952,15,897.7075994321102,164.254286414176
2543.3247991264952,16,836.6465819587081,156.4534738687968
2543.3247991264952,17,836.9721400629204,157.12503575526392
2543.3247991264952,18,1324.335374371694,243.4569112889792
2543.3247991264952,19,795.4831410816496,148.99787873343993
2543.3247991264952,20,1323.2336668741054,220.4107002741175
2543.3247991264952,21,1216.5351437074216,220.67177585527332
2543.3247991264952,22,1244.7965753675408,222.02119060606674
2543.3247991264952,23,1202.3466295182807,247.18274292607666
2543.3247991264952,24,1211.8294922687573,222.02590883946112
2543.3247991264952,25,1224.8117114534011,207.08326367945148
2543.3247991264952,26,1124.126969933974,206.40383807066038
2543.3247991264952,27,1175.1798280056582,207.57238720800248
2543.3247991264952,28,1305.950777950482,239.10905921605564
2543.3247991264952,29,1220.2279477107584,221.72866013561503
2543.3247991264952,30,1208.729612928648,237.07235513414716
2543.3247991264952,31,1123.1141224986466,207.20436500324064
2743.6390892611644,0,1087.7779120735918,227.49274948115706
2743.6390892611644,1,1023.1345700632688,196.79629223587133
2743.6390892611644,2,1021.2742670737184,196.60020230476277
2743.6390892611644,3,1265.93326855367,241.15526075923276
2743.6390892611644,4,958.1602807342722,184.6368941100108
2743.6390892611644,5,1199.4850244265263,257.6694590651773
2743.6390892611644,6,906.5164619263996,174.30572478422565
2743.6390892611644,7,1132.4732951070148,241.1680175391376
2743.6390892611644,8,908.2962149628366,175.28726787804604
2743.6390892611644,9,1052.8782780893766,212.4612534795799
2743.6390892611644,10,814.5546579895907,159.03403684101178
2743.6390892611644,11,981.025533035694,213.49746848727816
2743.6390892611644,12,814.6260959570578,159.63032518170624
2743.6390892611644,13,934.3513911993184,200.4122926197526
2743.6390892611644,14,702.8446298012493,139.33756866795025
2743.6390892611644,15,876.306220235201,191.60683417058544
2743.6390892611644,16,876.570103339518,190.9668082987887
2743.6390892611644,17,866.9369121142402,137.97878936837267
2743.6390892611644,18,708.8731195048474,139.02849011482746
2743.6390892611644,19,791.5858935312267,174.4558903076768
2743.6390892611644,20,792.9395701188424,175.1039347268423
2743.6390892611644,21,704.3739854721258,138.55029310810917
2743.6390892611644,22,705.6452897094989,137.62305744874075
2743.6390892611644,23,705.4193124654704,139.11888101243883
2743.6390892611644,24,721.5402374709203,139.04744304497177
2743.6390892611644,25,708.9430995546111,138.1100019616795
2743.6390892611644,26,705.9966478760206,138.75002783347625
2743.6390892611644,27,703.7704075429143,138.91185669855471
2743.6390892611644,28,710.4564181307501,139.2821677952207
2743.6390892611644,29,707.2489991832492,138.70191654926376
2743.6390892611644,30,708.5421721861734,138.80834454161263
2743.6390892611644,31,706.6862429497332,139.71225351772648
2959.7302926889915,0,690.9305233153841,140.5073972541521
2959.7302926889915,1,1204.134041808956,258.6127532940147
2959.7302926889915,2,685.3300130118117,139.84922917552282
2959.7302926889915,3,1260.0587321122807,259.51486251882994
2959.7302926889915,4,1166.1832865399851,257.718752916164
2959.7302926889915,5,693.4861615837373,142.2372846066069
2959.7302926889915,6,1087.2369039668238,242.57007531173764
2959.7302926889915,7,838.6710120619879,168.52076056796685
2959.7302926889915,8,1018.5907842504859,227.68257015329715
2959.7302926889915,9,1014.677589852804,215.5270706846905
2959.7302926889915,10,956.1448916444797,216.3406583301419
2959.7302926889915,11,1335.0459701549605,280.67658801615437
2959.7302926889915,12,1263.053599591218,225.1421359730027
2959.7302926889915,13,1292.077527958,280.81545202042366
2959.7302926889915,14,1253.5145547431991,245.01759562056236
2959.7302926889915,15,1150.7764773071847,227.92684916810668
2959.7302926889915,16,1150.1223636520376,211.57603500117364
2959.7302926889915,17,1061.7048478241863,212.84777250012675
2959.7302926889915,18,1322.4073185547113,282.42100371942075
2959.7302926889915,19,1033.1691396183999,200.0236310255615
2959.7302926889915,20,1249.7483331967512,244.8615003164932
2959.7302926889915,21,1150.5440236941984,227.02676715503253
2959.7302926889915,22,1164.7764015916214,217.85836418702215
2959.7302926889915,23,1143.4643245568277,226.5949710541659
2959.7302926889915,24,1160.5922365578715,227.4058557506291
2959.7302926889915,25,1060.9169381941228,211.80578566517156
2959.7302926889915,26,1255.2640384758186,245.40411732587648
2959.7302926889915,27,1247.075116647411,245.55277952022806
2959.7302926889915,28,1248.6759381856787,244.09589001558254
2959.7302926889915,29,1141.0201829342384,226.58078057197778
2959.7302926889915,30,1153.1459499639748,226.42468526790864
2959.7302926889915,31,1155.4127105592129,227.0544723821617
3192.84101168709,0,1114.2152042579216,228.65529393029124
3192.84101168709,1,1233.3360745448615,283.9630901386251
3192.84101168709,2,1119.5916072598768,230.5094420004051
3192.84101168709,3,1109.0430081042289,241.77276512497176
3192.84101168709,4,1031.4105800902116,214.33951690516213
3192.84101168709,5,1211.9735952512372,246.69534033071153
3192.84101168709,6,1106.3394597695628,242.52632597914302
3192.84101168709,7,965.9519495993795,204.55638022981137
3192.84101168709,8,971.8632993756175,192.57332192532553
3192.84101168709,9,908.449242972911,192.58710275557635
3192.84101168709,10,917.6279023213496,204.79222034751336
3192.84101168709,11,1108.8550876917175,230.02773934300052
3192.84101168709,12,869.2302528817526,180.59809363802765
3192.84101168709,13,1030.3557201746469,214.2267646576552
3192.84101168709,14,1048.9304001486626,215.0360752342049
3192.84101168709,15,970.2271389840171,201.51269594849947
3192.84101168709,16,957.0796005233348,191.3092439504979
3192.84101168709,17,1197.1338334758884,269.2263713894701
3192.84101168709,18,1109.3712424247492,229.82603810023812
3192.84101168709,19,1121.2615933257293,232.48072712765114
3192.84101168709,20,1216.1031463161783,247.6001771169546
3192.84101168709,21,1110.5952307115742,231.2974549302035
3192.84101168709,22,1032.2706291781396,216.47366638991818
3192.84101168709,23,1043.1004825511795,216.33773729153484
3192.84101168709,24,1037.6745938405963,216.5713850044242
3192.84101168709,25,989.3756026175679,200.93390107796392
3192.84101168709,26,1240.963764088705,282.879102559121
3192.84101168709,27,1211.799142468289,259.7824310587027
3192.84101168709,28,1112.3209664998053,231.2147699486984
3192.84101168709,29,1121.403160036488,230.92787811893078
3192.84101168709,30,1110.639078807827,240.9089576287937
3192.84101168709,31,1105.2075524848685,230.0941378887546
3444.3117168792146,0,1016.5508489958734,216.5146657154759
3444.3117168792146,1,1033.9807464426688,261.0977385098089
3444.3117168792146,2,1033.3240114587486,250.33274304836578
3444.3117168792146,3,1048.3011692308507,250.05518396586027
3444.3117168792146,4,1180.3234823599346,252.21700920470553
3444.3117168792146,5,1222.9099298295914,299.2809840492578
3444.3117168792146,6,1202.0128665216237,252.08287500374576
3444.3117168792146,7,1081.850978161821,233.39002566479672
3444.3117168792146,8,1093.1925764871303,233.57932328173564
3444.3117168792146,9,1075.2470462678143,235.90315476329857
3444.3117168792146,10,1199.457929360485,286.3997457505943
3444.3117168792146,11,1169.0135304153714,250.77143737228403
3444.3117168792146,12,1122.716327052929,234.09902072701271
3444.3117168792146,13,1093.9729936563508,233.87372172280323
3444.3117168792146,14,1082.5303591796694,234.6808495987084
3444.3117168792146,15,1008.3152413239576,218.91456464433637
3444.3117168792146,16,1016.8649901331861,217.4286364181196
3444.3117168792146,17,1210.367220704779,290.4365464651934
3444.3117168792146,18,1171.1788396594366,251.74666850004138
3444.3117168792146,19,1082.8166282752243,234.6320735256321
3444.3117168792146,20,937.780684649127,175.85748613624713
3444.3117168792146,21,792.5438300553584,174.19677698150699
3444.3117168792146,22,791.2535867889834,174.34194386566259
3444.3117168792146,23,776.81819182855,166.00239670469136
3444.3117168792146,24,1007.2491357267188,217.08430056890248
3444.3117168792146,25,722.1884093155759,168.39300495296587
3444.3117168792146,26,714.6507640226802,157.50316597114897
3444.3117168792146,27,714.3093315111462,157.85795383602527
3444.3117168792146,28,715.4718279194643,158.6041116205851
3444.3117168792146,29,746.317468132384,157.11818339436832
3444.3117168792146,30,712.9168907583256,156.92830510989276
3444.3117168792146,31,712.0633094794906,156.9782425180423
3715.588455424817,0,1137.6313740636583,251.66027164143787
